Location,Price,Bedrooms,Bathrooms,Size (sqft),Ownership,Property type,Garden
Gateshead,,2.0,,432.0,,Not Specified,Not Specified
Newcastle,205900.0,3.0,1.0,435.0,,Semi-Detached,Not Specified
Newcastle,210500.0,2.0,2.0,415.0,,Mansionette,Yes
Gateshead,195800.0,6.0,1.0,457.0,,Semi-Detached,Yes
,,2.0,1.0,417.0,,,
Newcastle,276900.0,2.0,1.0,448.0,,Semi-Detached,Yes
Newcastle,242400.0,2.0,2.0,443.0,Freehold,Not Specified,Yes
,,,1.0,458.0,,Terraced,Yes
Newcastle,184200.0,3.0,1.0,485.0,,Flat,Yes
Consett,74400.0,2.0,1.0,449.0,Leasehold,,No
Newcastle,,1.0,1.0,,,Detached,Yes
Newcastle,179500.0,2.0,1.0,412.0,Freehold,Semi-Detached,No
Gateshead,129700.0,2.0,1.0,400.0,Freehold,Semi-Detached,Yes
Newcastle,297000.0,2.0,1.0,460.0,,Flat,Yes
Newcastle,328000.0,3.0,2.0,544.0,,,Not Specified
,,2.0,1.0,452.0,,Semi-Detached,
Newcastle,202600.0,2.0,1.0,421.0,,Semi-Detached,Yes
Sunderland,99500.0,2.0,1.0,448.0,,Semi-Detached,
Gateshead,163800.0,2.0,2.0,416.0,Freehold,Semi-Detached,Yes
Gateshead,172000.0,2.0,1.0,459.0,,,Yes
Gateshead,152800.0,2.0,1.0,434.0,,Not Specified,Yes
Newcastle,182300.0,1.0,1.0,439.0,Leasehold,Semi-Detached,Yes
,,1.0,1.0,412.0,,Detached,Yes
Newcastle,248600.0,2.0,1.0,547.0,,Semi-Detached,Yes
Newcastle,172000.0,1.0,1.0,413.0,,Flat,Yes
Newcastle,267700.0,2.0,1.0,407.0,,Terraced,No
Gateshead,315300.0,2.0,2.0,980.0,Leasehold,,No
Newcastle,283300.0,2.0,2.0,491.0,,,Yes
Newcastle,172900.0,4.0,1.0,459.0,,Detached,No
Gateshead,184600.0,2.0,2.0,506.0,,Apartment,Not Specified
Gateshead,232300.0,2.0,1.0,524.0,,Semi-Detached,Yes
Newcastle,236400.0,3.0,1.0,455.0,Leasehold,Flat,No
Sunderland,87900.0,3.0,1.0,434.0,Co-operative Society,Semi-Detached,Yes
Gateshead,136000.0,3.0,1.0,446.0,,Apartment,Yes
Gateshead,209000.0,3.0,1.0,500.0,Freehold,Detached,
Newcastle,276100.0,2.0,2.0,1002.0,,,
Morpeth,150100.0,2.0,1.0,646.0,,,Yes
Newcastle,,2.0,1.0,,,,No
Gateshead,189100.0,3.0,1.0,539.0,,Detached,Yes
Newcastle,251400.0,2.0,1.0,429.0,,Detached,Yes
Newcastle,307500.0,3.0,1.0,809.0,Freehold,Semi-Detached,Not Specified
Newcastle,,2.0,,424.0,,Semi-Detached,Yes
Gateshead,133000.0,2.0,2.0,426.0,Leasehold,,Yes
,,2.0,2.0,419.0,,Detached,Yes
Morpeth,148600.0,2.0,1.0,598.0,,Flat,No
Gateshead,255900.0,2.0,1.0,724.0,Leasehold,Flat,No
Newcastle,154800.0,2.0,1.0,455.0,,,
Sunderland,,2.0,1.0,,,,Yes
Gateshead,124600.0,1.0,1.0,443.0,,Flat,Yes
,,2.0,1.0,458.0,,Detached,Yes
Newcastle,366400.0,2.0,2.0,927.0,,Detached,Yes
Newcastle,333100.0,2.0,1.0,436.0,,Semi-Detached,Yes
Newcastle,571300.0,1.0,2.0,1240.0,,Semi-Detached,No
Morpeth,72600.0,3.0,1.0,422.0,,,Yes
Newcastle,231600.0,2.0,1.0,442.0,,Flat,Yes
Gateshead,,4.0,,653.0,Freehold,Detached,
Newcastle,174200.0,3.0,1.0,467.0,,Detached,No
Newcastle,127600.0,1.0,1.0,417.0,,Flat,No
,,2.0,1.0,642.0,Leasehold,,Patio
Morpeth,36300.0,2.0,1.0,424.0,,Semi-Detached,Yes
Newcastle,146300.0,2.0,1.0,436.0,,Semi-Detached,No
Newcastle,232600.0,3.0,2.0,426.0,Co-operative Society,Detached,
Newcastle,128000.0,1.0,1.0,480.0,,Semi-Detached,Yes
Sunderland,75400.0,2.0,1.0,410.0,,Apartment,Not Specified
Gateshead,,2.0,,1615.0,Freehold,Semi-Detached,Yes
Gateshead,153400.0,1.0,1.0,458.0,Leasehold,,
Gateshead,179200.0,1.0,1.0,461.0,Freehold,,Yes
Gateshead,,1.0,1.0,,Freehold,Detached,Not Specified
Sunderland,124500.0,3.0,1.0,430.0,Co-operative Society,Not Specified,No
Gateshead,270400.0,,1.0,613.0,,Semi-Detached,Yes
Gateshead,158100.0,3.0,1.0,520.0,,Semi-Detached,Yes
,,1.0,1.0,444.0,,Terraced,Patio
Newcastle,,1.0,,,,Mansionette,
Newcastle,237100.0,2.0,2.0,414.0,,Semi-Detached,Yes
Gateshead,138400.0,2.0,1.0,529.0,Freehold,Terraced,Yes
Gateshead,168200.0,2.0,1.0,649.0,,,Yes
Newcastle,171900.0,3.0,1.0,455.0,Unknown,Flat,Not Specified
Newcastle,378400.0,3.0,1.0,432.0,,,No
Gateshead,140500.0,3.0,2.0,426.0,Leasehold,Terraced,Yes
Gateshead,419600.0,2.0,1.0,895.0,,Apartment,
Newcastle,161300.0,2.0,1.0,438.0,,Not Specified,Patio
Gateshead,,3.0,,431.0,,Flat,No
Newcastle,300600.0,2.0,2.0,628.0,Freehold,Detached,Yes
Newcastle,134300.0,2.0,1.0,448.0,Freehold,Mansionette,No
Newcastle,215400.0,2.0,1.0,530.0,Freehold,Flat,No
Newcastle,126100.0,3.0,1.0,431.0,Freehold,Flat,
Sunderland,148500.0,4.0,1.0,884.0,Leasehold,Terraced,No
Morpeth,58900.0,3.0,1.0,473.0,,Semi-Detached,Patio
Morpeth,48600.0,2.0,1.0,519.0,,Mansionette,Yes
Gateshead,,3.0,1.0,,Freehold,Flat,Yes
Gateshead,154100.0,2.0,1.0,454.0,Freehold,Mansionette,Yes
Newcastle,364500.0,4.0,1.0,436.0,,Detached,Yes
Gateshead,143400.0,3.0,1.0,465.0,,Terraced,Yes
Morpeth,81500.0,1.0,1.0,546.0,,Semi-Detached,Not Specified
Morpeth,154400.0,3.0,1.0,569.0,,Semi-Detached,Patio
Sunderland,,1.0,1.0,,Freehold,Flat,Yes
Gateshead,167200.0,2.0,1.0,423.0,,,No
Newcastle,204800.0,2.0,1.0,429.0,Leasehold,Semi-Detached,No
Gateshead,,6.0,1.0,,,,Yes
Gateshead,191900.0,4.0,2.0,473.0,,,No
Newcastle,204700.0,2.0,2.0,574.0,,Terraced,Not Specified
Gateshead,221900.0,3.0,1.0,451.0,,Semi-Detached,Yes
Gateshead,156900.0,2.0,1.0,430.0,,,Patio
Newcastle,119600.0,3.0,1.0,432.0,,Apartment,No
Gateshead,143500.0,3.0,1.0,439.0,,Apartment,Yes
Newcastle,135000.0,2.0,2.0,447.0,,Semi-Detached,Yes
Sunderland,79000.0,1.0,1.0,447.0,,Mansionette,Yes
Newcastle,224000.0,2.0,1.0,464.0,Unknown,Semi-Detached,Not Specified
Gateshead,210900.0,2.0,2.0,499.0,Leasehold,Flat,Yes
Newcastle,194000.0,2.0,1.0,529.0,,Flat,Patio
Newcastle,391800.0,1.0,2.0,483.0,Freehold,Mansionette,Yes
Newcastle,641000.0,2.0,2.0,1069.0,,,
Gateshead,153600.0,2.0,2.0,470.0,,Flat,
Gateshead,149800.0,1.0,1.0,445.0,Leasehold,Semi-Detached,
Morpeth,69700.0,3.0,1.0,420.0,Co-operative Society,,No
Newcastle,144300.0,3.0,1.0,438.0,,Semi-Detached,Yes
Newcastle,247100.0,1.0,2.0,431.0,,Detached,Patio
Gateshead,138100.0,2.0,1.0,459.0,,Terraced,
Gateshead,363700.0,1.0,2.0,1087.0,,Semi-Detached,
Morpeth,137900.0,4.0,1.0,691.0,Leasehold,Mansionette,No
Gateshead,200800.0,2.0,2.0,405.0,,Semi-Detached,Yes
Newcastle,240700.0,2.0,1.0,406.0,,Detached,Yes
Newcastle,157200.0,2.0,2.0,445.0,Freehold,,No
Sunderland,53700.0,4.0,1.0,438.0,,Terraced,Yes
Morpeth,39500.0,1.0,1.0,434.0,,Semi-Detached,Yes
Sunderland,61500.0,2.0,1.0,482.0,Freehold,Flat,
Sunderland,110200.0,4.0,1.0,662.0,Freehold,Terraced,Yes
Gateshead,140400.0,2.0,1.0,448.0,,Flat,Yes
Newcastle,136500.0,2.0,1.0,438.0,,,Yes
Gateshead,111300.0,1.0,1.0,419.0,Co-operative Society,Flat,Patio
Gateshead,142600.0,3.0,1.0,410.0,Freehold,Terraced,Yes
Gateshead,137000.0,2.0,2.0,435.0,,Semi-Detached,Yes
Gateshead,155600.0,3.0,1.0,441.0,,Detached,Yes
Gateshead,217000.0,3.0,1.0,634.0,,Semi-Detached,
Gateshead,187200.0,2.0,1.0,469.0,Leasehold,Flat,
Sunderland,76900.0,3.0,1.0,437.0,Unknown,Semi-Detached,Yes
,,4.0,1.0,507.0,,Terraced,Not Specified
Gateshead,185800.0,2.0,1.0,588.0,,Terraced,Yes
,,3.0,1.0,440.0,,Flat,Yes
Newcastle,186400.0,1.0,1.0,438.0,,Semi-Detached,Not Specified
Gateshead,227200.0,5.0,2.0,509.0,,Semi-Detached,Yes
Newcastle,285000.0,4.0,1.0,450.0,,Semi-Detached,Yes
Newcastle,161100.0,2.0,1.0,426.0,,Detached,No
Gateshead,147700.0,4.0,1.0,449.0,,Terraced,
Newcastle,,4.0,1.0,,,Semi-Detached,Yes
Gateshead,170500.0,3.0,1.0,419.0,,Detached,Yes
Newcastle,551400.0,3.0,2.0,843.0,,Apartment,
Gateshead,147200.0,2.0,1.0,445.0,,Semi-Detached,Yes
Gateshead,147500.0,3.0,1.0,441.0,,Detached,Patio
Gateshead,103800.0,2.0,1.0,423.0,,Flat,No
Gateshead,122800.0,2.0,1.0,473.0,Unknown,Semi-Detached,
Newcastle,238100.0,3.0,1.0,445.0,Unknown,Flat,Not Specified
Newcastle,295700.0,1.0,1.0,568.0,,Detached,Yes
Sunderland,,2.0,1.0,,Freehold,,No
Morpeth,70200.0,2.0,1.0,411.0,Leasehold,Apartment,Yes
Newcastle,254300.0,2.0,1.0,430.0,,,Yes
Newcastle,287800.0,3.0,1.0,435.0,,Terraced,No
Newcastle,229200.0,1.0,2.0,468.0,Freehold,Semi-Detached,No
Newcastle,178100.0,1.0,1.0,436.0,,Detached,Yes
Gateshead,,2.0,,476.0,Freehold,Semi-Detached,
Morpeth,80100.0,2.0,1.0,429.0,,Terraced,Yes
Gateshead,141000.0,2.0,1.0,465.0,,Semi-Detached,Yes
Newcastle,339300.0,3.0,1.0,692.0,,Mansionette,Yes
Newcastle,154900.0,3.0,1.0,437.0,,Mansionette,Yes
Newcastle,,2.0,,550.0,,,No
Gateshead,147000.0,3.0,1.0,426.0,,Terraced,No
Newcastle,120300.0,3.0,2.0,403.0,Leasehold,Semi-Detached,No
Newcastle,240000.0,2.0,1.0,481.0,,Semi-Detached,Yes
Gateshead,147800.0,1.0,1.0,436.0,,,No
Newcastle,,3.0,,438.0,Leasehold,Terraced,Patio
Gateshead,169400.0,1.0,1.0,593.0,,Flat,Yes
Newcastle,,1.0,,416.0,,Flat,Yes
Newcastle,152200.0,2.0,1.0,418.0,Freehold,Semi-Detached,Yes
Sunderland,57800.0,3.0,1.0,421.0,Leasehold,Mansionette,Yes
Consett,180700.0,4.0,1.0,489.0,,Semi-Detached,Yes
Newcastle,160400.0,4.0,1.0,404.0,,,Patio
Newcastle,198200.0,2.0,1.0,422.0,,Mansionette,No
Newcastle,413700.0,2.0,1.0,972.0,Freehold,Not Specified,Patio
Morpeth,185400.0,2.0,2.0,650.0,,Semi-Detached,No
Gateshead,139900.0,1.0,1.0,468.0,Unknown,Semi-Detached,Yes
Gateshead,129500.0,4.0,1.0,468.0,,Semi-Detached,Yes
Gateshead,193400.0,1.0,1.0,605.0,,,Not Specified
Newcastle,266700.0,3.0,1.0,454.0,Freehold,Flat,Yes
Gateshead,214200.0,3.0,1.0,508.0,,Detached,Yes
Newcastle,,3.0,,436.0,,Semi-Detached,No
Sunderland,111400.0,2.0,1.0,610.0,,,Yes
Sunderland,88100.0,3.0,1.0,435.0,Freehold,Terraced,Yes
Morpeth,64800.0,2.0,1.0,401.0,Freehold,Apartment,Yes
Newcastle,230900.0,2.0,2.0,482.0,,Detached,Not Specified
,,3.0,,515.0,,Terraced,Yes
Gateshead,157700.0,1.0,1.0,568.0,,Semi-Detached,Yes
Gateshead,152300.0,4.0,1.0,528.0,,Semi-Detached,
Newcastle,213800.0,2.0,1.0,468.0,Co-operative Society,Semi-Detached,Yes
Gateshead,141200.0,2.0,1.0,442.0,,,Patio
Gateshead,214400.0,3.0,1.0,447.0,,Not Specified,Yes
Sunderland,146500.0,6.0,1.0,443.0,Freehold,Terraced,Yes
Gateshead,160600.0,3.0,1.0,468.0,,Detached,Not Specified
Gateshead,123600.0,2.0,1.0,500.0,Leasehold,Flat,Yes
Gateshead,122200.0,2.0,1.0,420.0,Unknown,Detached,Not Specified
Gateshead,117300.0,2.0,1.0,420.0,,Not Specified,Yes
Gateshead,138600.0,,1.0,443.0,,Semi-Detached,Yes
Gateshead,153600.0,1.0,1.0,445.0,,Terraced,Yes
Gateshead,124700.0,2.0,1.0,438.0,,Apartment,
Gateshead,,3.0,1.0,,Freehold,Terraced,Yes
Newcastle,262800.0,1.0,1.0,497.0,,Terraced,Yes
Sunderland,74400.0,3.0,1.0,448.0,,,Yes
Newcastle,110100.0,2.0,1.0,462.0,Freehold,Not Specified,Yes
Gateshead,205000.0,3.0,1.0,513.0,,Terraced,No
Sunderland,,3.0,1.0,,Freehold,,Yes
Gateshead,171300.0,2.0,1.0,654.0,Freehold,Semi-Detached,
Gateshead,114100.0,5.0,1.0,422.0,,Terraced,No
Newcastle,174800.0,2.0,1.0,424.0,Freehold,Flat,Yes
Newcastle,370000.0,2.0,1.0,627.0,,,Yes
Gateshead,171600.0,3.0,1.0,483.0,,Semi-Detached,Yes
Gateshead,155800.0,4.0,2.0,403.0,,Semi-Detached,Yes
Gateshead,175600.0,2.0,1.0,417.0,,Semi-Detached,
Newcastle,287500.0,1.0,1.0,573.0,,Not Specified,Yes
Gateshead,197200.0,3.0,1.0,494.0,,Terraced,Not Specified
Gateshead,223800.0,3.0,1.0,594.0,,Semi-Detached,Yes
Gateshead,196300.0,2.0,1.0,430.0,,,No
Gateshead,193000.0,2.0,2.0,481.0,,Semi-Detached,Yes
Sunderland,183500.0,2.0,1.0,969.0,,Mansionette,Not Specified
Gateshead,201500.0,3.0,1.0,605.0,Freehold,Terraced,Not Specified
Gateshead,127800.0,2.0,1.0,525.0,,Mansionette,No
Newcastle,210600.0,3.0,2.0,522.0,Co-operative Society,Not Specified,No
Newcastle,227500.0,2.0,1.0,547.0,,Flat,
Gateshead,146400.0,2.0,1.0,447.0,Freehold,Mansionette,Yes
Sunderland,171000.0,2.0,1.0,473.0,Freehold,Semi-Detached,No
Newcastle,270200.0,2.0,1.0,545.0,Freehold,Flat,No
Morpeth,107000.0,5.0,1.0,425.0,,Detached,Yes
Newcastle,252400.0,3.0,1.0,422.0,Leasehold,Semi-Detached,Yes
Newcastle,168800.0,2.0,1.0,478.0,Freehold,Not Specified,Not Specified
Morpeth,84300.0,1.0,1.0,434.0,,Semi-Detached,
Morpeth,66200.0,1.0,1.0,463.0,,Detached,No
Sunderland,98900.0,1.0,2.0,402.0,Unknown,Terraced,Not Specified
Newcastle,243100.0,3.0,2.0,419.0,,Flat,
Morpeth,117500.0,3.0,1.0,461.0,Freehold,,Not Specified
Newcastle,,2.0,1.0,,,Terraced,Patio
Newcastle,196000.0,2.0,2.0,501.0,Freehold,,Yes
Newcastle,174500.0,1.0,1.0,428.0,Leasehold,Terraced,Yes
Newcastle,437600.0,2.0,1.0,1079.0,Freehold,Semi-Detached,Yes
Newcastle,212400.0,,1.0,422.0,,Not Specified,No
Gateshead,182200.0,3.0,1.0,439.0,,Detached,Yes
Sunderland,80600.0,4.0,1.0,446.0,,Terraced,Yes
Gateshead,,2.0,,554.0,,Detached,No
Consett,45400.0,2.0,1.0,453.0,Unknown,Not Specified,No
Newcastle,190800.0,4.0,1.0,453.0,,,Yes
Gateshead,154300.0,4.0,1.0,487.0,,Semi-Detached,Yes
Newcastle,204800.0,2.0,1.0,478.0,Co-operative Society,Semi-Detached,No
Newcastle,433200.0,2.0,1.0,910.0,,Semi-Detached,
Gateshead,201600.0,1.0,1.0,656.0,,Apartment,Yes
Newcastle,170000.0,4.0,1.0,510.0,,Terraced,Patio
Sunderland,146200.0,2.0,2.0,492.0,Leasehold,Flat,Not Specified
Morpeth,,1.0,,453.0,Freehold,Apartment,Patio
Morpeth,189400.0,3.0,1.0,442.0,,Flat,Yes
Sunderland,73400.0,2.0,1.0,426.0,,Not Specified,Yes
Gateshead,202100.0,3.0,1.0,501.0,,Terraced,Yes
Gateshead,,3.0,,426.0,,,No
Gateshead,147400.0,2.0,1.0,479.0,Leasehold,Semi-Detached,No
Gateshead,153900.0,1.0,1.0,411.0,,Semi-Detached,Yes
Newcastle,230100.0,2.0,1.0,452.0,Leasehold,Semi-Detached,No
Newcastle,301300.0,3.0,1.0,550.0,,Semi-Detached,No
Gateshead,148200.0,2.0,1.0,436.0,,Semi-Detached,
Gateshead,228400.0,2.0,1.0,497.0,,Flat,Yes
Gateshead,135700.0,3.0,1.0,411.0,,Apartment,No
Newcastle,295800.0,1.0,1.0,492.0,,Terraced,
Newcastle,250400.0,3.0,1.0,437.0,Co-operative Society,Mansionette,Yes
Gateshead,103200.0,3.0,1.0,405.0,,Semi-Detached,Yes
,,5.0,1.0,486.0,Freehold,Semi-Detached,Yes
Gateshead,150200.0,2.0,1.0,404.0,,,Yes
Morpeth,69700.0,1.0,1.0,433.0,,Terraced,
Gateshead,199500.0,1.0,1.0,459.0,,Detached,Yes
Gateshead,131100.0,2.0,1.0,411.0,,Semi-Detached,
Newcastle,250100.0,3.0,1.0,497.0,Freehold,Terraced,Yes
Gateshead,310100.0,3.0,1.0,972.0,,Semi-Detached,Not Specified
Gateshead,,2.0,1.0,,,,Patio
Newcastle,264100.0,3.0,1.0,437.0,,Semi-Detached,Yes
Newcastle,293100.0,2.0,1.0,519.0,,Terraced,Not Specified
Sunderland,82200.0,2.0,1.0,472.0,,Semi-Detached,Yes
Gateshead,160900.0,4.0,1.0,462.0,,Semi-Detached,No
Gateshead,169500.0,2.0,1.0,469.0,Freehold,Flat,Yes
Gateshead,116700.0,2.0,1.0,439.0,Unknown,Apartment,
Gateshead,126100.0,3.0,1.0,415.0,Freehold,Flat,Yes
Newcastle,166200.0,3.0,1.0,426.0,Leasehold,Semi-Detached,Yes
Newcastle,249100.0,1.0,2.0,435.0,,Detached,Yes
Sunderland,143100.0,3.0,2.0,427.0,,Not Specified,Yes
Gateshead,176600.0,3.0,2.0,462.0,Freehold,,Not Specified
Newcastle,,2.0,1.0,,Leasehold,Semi-Detached,
Sunderland,86100.0,2.0,1.0,440.0,,Semi-Detached,Yes
Gateshead,171400.0,,1.0,550.0,Freehold,Semi-Detached,Yes
Newcastle,150300.0,3.0,1.0,431.0,Freehold,Terraced,Not Specified
Newcastle,239700.0,1.0,1.0,507.0,Freehold,Flat,Not Specified
Gateshead,183100.0,3.0,1.0,420.0,,Semi-Detached,Yes
Newcastle,112500.0,5.0,1.0,432.0,Leasehold,,No
Newcastle,152000.0,4.0,1.0,499.0,Freehold,Mansionette,
Gateshead,141900.0,1.0,1.0,429.0,,Semi-Detached,Yes
Newcastle,,4.0,2.0,,,,No
Gateshead,,2.0,1.0,,,Semi-Detached,Yes
Newcastle,255400.0,5.0,1.0,591.0,,Semi-Detached,Not Specified
Sunderland,218700.0,2.0,1.0,1476.0,Freehold,Semi-Detached,No
Newcastle,,2.0,,,,Semi-Detached,Patio
Newcastle,237900.0,2.0,1.0,520.0,Freehold,Terraced,No
Newcastle,,2.0,1.0,,,Detached,No
Newcastle,288300.0,3.0,1.0,436.0,Leasehold,Apartment,No
Sunderland,123800.0,1.0,1.0,534.0,,Semi-Detached,Yes
Gateshead,84400.0,3.0,1.0,412.0,,Semi-Detached,Yes
Newcastle,164200.0,1.0,1.0,446.0,,Terraced,No
Gateshead,205200.0,3.0,1.0,486.0,Leasehold,Flat,Yes
Newcastle,204700.0,1.0,1.0,413.0,,Mansionette,No
Newcastle,164800.0,2.0,1.0,446.0,,,Yes
Sunderland,,2.0,1.0,,,Detached,
Newcastle,280400.0,3.0,2.0,467.0,Freehold,Semi-Detached,Yes
Gateshead,152800.0,2.0,1.0,496.0,,Not Specified,No
Newcastle,158200.0,2.0,1.0,423.0,Leasehold,Terraced,Not Specified
Gateshead,199400.0,2.0,1.0,574.0,Unknown,Not Specified,Yes
Newcastle,138600.0,4.0,1.0,571.0,Leasehold,Semi-Detached,Yes
Newcastle,221500.0,2.0,1.0,480.0,,Semi-Detached,
Sunderland,,3.0,1.0,,Freehold,Semi-Detached,No
Gateshead,147300.0,2.0,1.0,487.0,,Semi-Detached,Yes
Newcastle,313600.0,1.0,1.0,845.0,Freehold,Semi-Detached,Yes
Newcastle,186300.0,3.0,1.0,435.0,Freehold,,
Consett,126700.0,2.0,1.0,436.0,,Terraced,
Gateshead,289200.0,1.0,1.0,681.0,,Mansionette,Not Specified
Gateshead,,2.0,1.0,,Freehold,Semi-Detached,No
Gateshead,126200.0,2.0,1.0,481.0,,Semi-Detached,Yes
Gateshead,149900.0,2.0,1.0,480.0,,Terraced,Not Specified
Sunderland,82200.0,4.0,1.0,457.0,Co-operative Society,Semi-Detached,No
Newcastle,,3.0,,442.0,,Mansionette,Yes
Newcastle,,1.0,1.0,,Leasehold,,Yes
Newcastle,323000.0,4.0,1.0,477.0,Freehold,Semi-Detached,Not Specified
Gateshead,174300.0,1.0,1.0,454.0,Freehold,Not Specified,No
Consett,115300.0,3.0,1.0,1576.0,Co-operative Society,Mansionette,Yes
Gateshead,226100.0,2.0,1.0,426.0,,,Yes
Newcastle,246900.0,2.0,1.0,501.0,Freehold,Semi-Detached,No
Newcastle,,2.0,,428.0,,,
Consett,61500.0,2.0,1.0,502.0,Co-operative Society,Detached,
Newcastle,275800.0,2.0,2.0,665.0,Freehold,Flat,Yes
Gateshead,142200.0,2.0,1.0,437.0,,Detached,Yes
Gateshead,117600.0,2.0,1.0,425.0,,Semi-Detached,Yes
Newcastle,126900.0,2.0,2.0,423.0,,,Yes
Newcastle,328300.0,2.0,1.0,540.0,Leasehold,,
Newcastle,235500.0,3.0,1.0,486.0,,Semi-Detached,Yes
Gateshead,107900.0,3.0,1.0,423.0,,Not Specified,Yes
Gateshead,134700.0,1.0,0.0,420.0,,Flat,
Gateshead,162000.0,1.0,1.0,458.0,,Flat,Yes
Sunderland,170300.0,2.0,1.0,605.0,,Semi-Detached,Yes
Sunderland,171400.0,2.0,1.0,859.0,,Semi-Detached,No
Morpeth,101100.0,2.0,1.0,862.0,Freehold,Not Specified,No
Sunderland,298600.0,1.0,1.0,3062.0,Freehold,Mansionette,No
Sunderland,75600.0,2.0,1.0,496.0,,Terraced,
Newcastle,134200.0,3.0,1.0,437.0,Freehold,,Patio
Gateshead,227100.0,2.0,2.0,424.0,Freehold,Not Specified,Yes
Gateshead,161900.0,1.0,2.0,422.0,Freehold,,Yes
Gateshead,172900.0,2.0,1.0,408.0,,Detached,Not Specified
,,2.0,1.0,444.0,,Flat,Not Specified
Newcastle,206400.0,3.0,1.0,478.0,,,
Gateshead,,2.0,1.0,,Unknown,Flat,Yes
Gateshead,168500.0,3.0,1.0,553.0,,Semi-Detached,Not Specified
Gateshead,157000.0,,1.0,465.0,Freehold,Terraced,Not Specified
Newcastle,423300.0,4.0,2.0,532.0,Leasehold,Semi-Detached,
Newcastle,208900.0,2.0,2.0,470.0,,Flat,Yes
Gateshead,137300.0,2.0,1.0,495.0,,Semi-Detached,Yes
,,2.0,1.0,,Leasehold,Semi-Detached,Yes
Newcastle,,2.0,,515.0,,,Yes
Gateshead,,3.0,,442.0,Freehold,Semi-Detached,No
Newcastle,184000.0,3.0,2.0,443.0,,Not Specified,No
Gateshead,180700.0,2.0,1.0,474.0,Co-operative Society,Detached,Yes
Gateshead,117200.0,3.0,1.0,443.0,Leasehold,Apartment,Yes
Gateshead,159300.0,2.0,1.0,437.0,,,No
Gateshead,178300.0,3.0,1.0,429.0,,,Yes
Gateshead,164300.0,2.0,1.0,449.0,,Flat,Yes
Newcastle,325200.0,3.0,1.0,1365.0,Leasehold,Terraced,No
Gateshead,101300.0,3.0,1.0,411.0,,,
,,2.0,1.0,459.0,Leasehold,,Patio
Newcastle,421600.0,2.0,1.0,1115.0,Freehold,Mansionette,
Morpeth,171900.0,1.0,1.0,790.0,,Semi-Detached,Yes
Morpeth,74300.0,2.0,1.0,472.0,,Not Specified,Yes
Morpeth,161900.0,2.0,1.0,447.0,,Semi-Detached,No
Morpeth,61100.0,1.0,1.0,436.0,Leasehold,Terraced,Yes
Gateshead,176800.0,3.0,2.0,450.0,,Terraced,Yes
Consett,80100.0,2.0,1.0,463.0,,Terraced,Yes
Sunderland,121700.0,2.0,1.0,444.0,,Semi-Detached,Yes
Morpeth,46700.0,2.0,1.0,512.0,,Flat,Yes
Gateshead,189100.0,2.0,1.0,446.0,Leasehold,Apartment,Patio
Newcastle,227600.0,2.0,1.0,424.0,,Not Specified,Yes
Newcastle,140700.0,2.0,1.0,452.0,,Semi-Detached,Not Specified
Gateshead,194000.0,3.0,1.0,785.0,,Not Specified,No
Gateshead,153700.0,3.0,1.0,545.0,Leasehold,Terraced,
Gateshead,160300.0,3.0,1.0,475.0,Co-operative Society,,Yes
,,2.0,1.0,442.0,Unknown,Semi-Detached,No
Morpeth,89400.0,4.0,1.0,447.0,Freehold,Semi-Detached,No
Consett,48400.0,2.0,1.0,467.0,Unknown,Semi-Detached,Yes
Gateshead,128900.0,2.0,1.0,461.0,Leasehold,Flat,No
Gateshead,168000.0,1.0,1.0,461.0,Freehold,Terraced,No
Newcastle,141500.0,2.0,1.0,438.0,,Terraced,No
Gateshead,,3.0,,413.0,,Terraced,Not Specified
Gateshead,127700.0,3.0,1.0,414.0,Leasehold,Terraced,Yes
Newcastle,252100.0,4.0,1.0,701.0,,Flat,Yes
Newcastle,379200.0,3.0,1.0,434.0,Leasehold,Semi-Detached,Patio
Newcastle,361800.0,2.0,1.0,523.0,,,Yes
Newcastle,268100.0,2.0,1.0,902.0,,Mansionette,No
Gateshead,127700.0,2.0,1.0,430.0,Freehold,,No
Gateshead,178600.0,3.0,1.0,438.0,,Not Specified,No
Newcastle,163900.0,3.0,1.0,425.0,Leasehold,Semi-Detached,Yes
Newcastle,184500.0,2.0,1.0,441.0,Freehold,Detached,Yes
Newcastle,,3.0,1.0,,,Semi-Detached,Yes
Newcastle,276300.0,4.0,1.0,447.0,Unknown,Detached,No
Gateshead,115300.0,2.0,1.0,473.0,,Mansionette,Yes
Sunderland,93700.0,3.0,1.0,660.0,Co-operative Society,Semi-Detached,Yes
Gateshead,137700.0,1.0,1.0,503.0,Freehold,Detached,Yes
Newcastle,,4.0,,478.0,Freehold,Semi-Detached,Yes
Gateshead,484400.0,3.0,2.0,1532.0,,Flat,Not Specified
Newcastle,,2.0,1.0,,Unknown,,Yes
Morpeth,178800.0,2.0,2.0,895.0,,,Yes
Morpeth,,1.0,1.0,,,Terraced,Yes
Newcastle,125000.0,4.0,1.0,415.0,,Not Specified,Yes
Gateshead,132200.0,2.0,1.0,440.0,,Mansionette,Yes
Newcastle,119200.0,2.0,1.0,459.0,,Detached,Yes
Gateshead,169900.0,1.0,2.0,415.0,Co-operative Society,Terraced,Yes
Morpeth,,2.0,,491.0,,Flat,
Newcastle,194000.0,,1.0,532.0,Unknown,,Yes
